Title,Section,Template,Type,Priority,References,Automation Type,Automation ID,Preconditions,Steps,Expected Result
LF_LI_TC1003 — Line Items Environment: Active filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC1003_Environment_ActiveFiltersTest#tc1003_environment_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select one option in Environment
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Environment
LF_LI_TC1103 — Line Items Environment: Clear filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC1103_Environment_ClearFiltersTest#tc1103_environment_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select options in Environment
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_LI_TC105 — Line Items Job type: Option list order,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC105_JobType_OptionOrderTest#tc105_jobType_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_LI_TC104 — Line Items Job type: Basic,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC104_JobType_BasicTest#tc104_jobType_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. Log in; set calendar to Yesterday
2. Navigate to Line Items tab
3. Verify Job type is visible in left panel
4. Expand Job type
5. Confirm options load and Select All at top
6. Collapse filter",Job type is visible; expands/collapses; options and Select All at top display correctly
LF_LI_TC204 — Line Items Job type: Search,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC204_JobType_SearchTest#tc204_jobType_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_LI_TC404 — Line Items Job type: Select all,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC404_JobType_SelectAllTest#tc404_jobType_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_LI_TC604 — Line Items Job type: Table sync,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC604_JobType_TableSyncTest#tc604_jobType_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_LI_TC804 — Line Items Job type: Scroll,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC804_JobType_ScrollTest#tc804_jobType_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_LI_TC1004 — Line Items Job type: Active filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC1004_JobType_ActiveFiltersTest#tc1004_jobType_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select one option in Job type
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Job type
LF_LI_TC1104 — Line Items Job type: Clear filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC1104_JobType_ClearFiltersTest#tc1104_jobType_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select options in Job type
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_LI_TC106 — Line Items Submitted by: Option list order,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC106_SubmittedBy_OptionOrderTest#tc106_submittedBy_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_LI_TC105 — Line Items Submitted by: Basic,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC105_SubmittedBy_BasicTest#tc105_submittedBy_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. Log in; set calendar to Yesterday
2. Navigate to Line Items tab
3. Verify Submitted by is visible in left panel
4. Expand Submitted by
5. Confirm options load and Select All at top
6. Collapse filter",Submitted by is visible; expands/collapses; options and Select All at top display correctly
LF_LI_TC205 — Line Items Submitted by: Search,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC205_SubmittedBy_SearchTest#tc205_submittedBy_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_LI_TC405 — Line Items Submitted by: Select all,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC405_SubmittedBy_SelectAllTest#tc405_submittedBy_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_LI_TC605 — Line Items Submitted by: Table sync,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC605_SubmittedBy_TableSyncTest#tc605_submittedBy_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_LI_TC805 — Line Items Submitted by: Scroll,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC805_SubmittedBy_ScrollTest#tc805_submittedBy_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_LI_TC1005 — Line Items Submitted by: Active filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC1005_SubmittedBy_ActiveFiltersTest#tc1005_submittedBy_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select one option in Submitted by
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Submitted by
LF_LI_TC1105 — Line Items Submitted by: Clear filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC1105_SubmittedBy_ClearFiltersTest#tc1105_submittedBy_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select options in Submitted by
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_LI_TC106 — Line Items Partner: Basic,Fulfillment Console > Left Filters > Line Items > Per Filter > Partner,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.partner.LF_LI_TC106_Partner_BasicTest#tc106_partner_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. Log in; set calendar to Yesterday
2. Navigate to Line Items tab
3. Verify Partner is visible in left panel
4. Expand Partner
5. Confirm options load and Select All at top
6. Collapse filter",Partner is visible; expands/collapses; options and Select All at top display correctly
LF_LI_TC206 — Line Items Partner: Search,Fulfillment Console > Left Filters > Line Items > Per Filter > Partner,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.partner.LF_LI_TC206_Partner_SearchTest#tc206_partner_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Partner
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_LI_TC806 — Line Items Partner: Scroll,Fulfillment Console > Left Filters > Line Items > Per Filter > Partner,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.partner.LF_LI_TC806_Partner_ScrollTest#tc806_partner_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Partner
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_LI_TC1006 — Line Items Partner: Active filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Partner,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.partner.LF_LI_TC1006_Partner_ActiveFiltersTest#tc1006_partner_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select one option in Partner
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Partner
LF_LI_TC1106 — Line Items Partner: Clear filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Partner,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.partner.LF_LI_TC1106_Partner_ClearFiltersTest#tc1106_partner_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select options in Partner
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_LI_TC108 — Line Items Series title: Option list order,Fulfillment Console > Left Filters > Line Items > Per Filter > Series title,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.seriestitle.LF_LI_TC108_SeriesTitle_OptionOrderTest#tc108_seriesTitle_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Series title
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_LI_TC107 — Line Items Series title: Basic,Fulfillment Console > Left Filters > Line Items > Per Filter > Series title,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.seriestitle.LF_LI_TC107_SeriesTitle_BasicTest#tc107_seriesTitle_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. Log in; set calendar to Yesterday
2. Navigate to Line Items tab
3. Verify Series title is visible in left panel
4. Expand Series title
5. Confirm options load and Select All at top
6. Collapse filter",Series title is visible; expands/collapses; options and Select All at top display correctly
LF_LI_TC207 — Line Items Series title: Search,Fulfillment Console > Left Filters > Line Items > Per Filter > Series title,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.seriestitle.LF_LI_TC207_SeriesTitle_SearchTest#tc207_seriesTitle_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Series title
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
