Title,Section,Template,Type,Priority,References,Automation Type,Automation ID,Preconditions,Steps,Expected Result
LF_O_TC202 — Orders Order Status: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Order Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.orderstatus.LF_O_TC202_OrderStatus_SearchTest#tc201_orderStatus_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Order Status
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC402 — Orders Order Status: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Order Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.orderstatus.LF_O_TC402_OrderStatus_SelectAllTest#tc402_orderStatus_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Order Status
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC602 — Orders Order Status: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Order Status,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.orderstatus.LF_O_TC602_OrderStatus_TableSyncTest#tc602_orderStatus_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Order Status
2. Select Done: Delivered
3. Compare filter count to table total
4. Verify Status column on first rows shows Delivered",Table count matches filter count; Status cells show Delivered when count > 0
LF_O_TC802 — Orders Order Status: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Order Status,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.orderstatus.LF_O_TC802_OrderStatus_ScrollTest#tc802_orderStatus_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Order Status
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1002 — Orders Order Status: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Order Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.orderstatus.LF_O_TC1002_OrderStatus_ActiveFiltersTest#tc1002_orderStatus_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Order Status
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Order Status
LF_O_TC1102 — Orders Order Status: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Order Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.orderstatus.LF_O_TC1102_OrderStatus_ClearFiltersTest#tc1102_orderStatus_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Order Status
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC104 — Orders Environment: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.environment.LF_O_TC104_Environment_OptionOrderTest#tc104_environment_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Environment
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC103 — Orders Environment: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Environment,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.environment.LF_O_TC103_Environment_BasicTest#tc103_environment_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Environment is visible in left panel
4. Expand Environment
5. Confirm options load and Select All at top
6. Collapse filter",Environment is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC203 — Orders Environment: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.environment.LF_O_TC203_Environment_SearchTest#tc203_environment_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Environment
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC403 — Orders Environment: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.environment.LF_O_TC403_Environment_SelectAllTest#tc403_environment_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Environment
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC603 — Orders Environment: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Environment,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.environment.LF_O_TC603_Environment_TableSyncTest#tc603_environment_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Environment
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC803 — Orders Environment: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Environment,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.environment.LF_O_TC803_Environment_ScrollTest#tc803_environment_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Environment
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1003 — Orders Environment: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.environment.LF_O_TC1003_Environment_ActiveFiltersTest#tc1003_environment_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Environment
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Environment
LF_O_TC1103 — Orders Environment: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.environment.LF_O_TC1103_Environment_ClearFiltersTest#tc1103_environment_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Environment
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC105 — Orders Job type: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.jobtype.LF_O_TC105_JobType_OptionOrderTest#tc105_jobType_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Job type
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC104 — Orders Job type: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Job type,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.jobtype.LF_O_TC104_JobType_BasicTest#tc104_jobType_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Job type is visible in left panel
4. Expand Job type
5. Confirm options load and Select All at top
6. Collapse filter",Job type is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC204 — Orders Job type: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.jobtype.LF_O_TC204_JobType_SearchTest#tc204_jobType_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Job type
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC404 — Orders Job type: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.jobtype.LF_O_TC404_JobType_SelectAllTest#tc404_jobType_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Job type
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC604 — Orders Job type: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Job type,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.jobtype.LF_O_TC604_JobType_TableSyncTest#tc604_jobType_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Job type
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC804 — Orders Job type: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Job type,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.jobtype.LF_O_TC804_JobType_ScrollTest#tc804_jobType_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Job type
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1004 — Orders Job type: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.jobtype.LF_O_TC1004_JobType_ActiveFiltersTest#tc1004_jobType_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Job type
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Job type
LF_O_TC1104 — Orders Job type: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.jobtype.LF_O_TC1104_JobType_ClearFiltersTest#tc1104_jobType_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Job type
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC106 — Orders Submitted by: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.submittedby.LF_O_TC106_SubmittedBy_OptionOrderTest#tc106_submittedBy_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Submitted by
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC105 — Orders Submitted by: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Submitted by,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.submittedby.LF_O_TC105_SubmittedBy_BasicTest#tc105_submittedBy_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Submitted by is visible in left panel
4. Expand Submitted by
5. Confirm options load and Select All at top
6. Collapse filter",Submitted by is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC205 — Orders Submitted by: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.submittedby.LF_O_TC205_SubmittedBy_SearchTest#tc205_submittedBy_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Submitted by
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC405 — Orders Submitted by: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.submittedby.LF_O_TC405_SubmittedBy_SelectAllTest#tc405_submittedBy_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Submitted by
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC605 — Orders Submitted by: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Submitted by,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.submittedby.LF_O_TC605_SubmittedBy_TableSyncTest#tc605_submittedBy_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Submitted by
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC805 — Orders Submitted by: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Submitted by,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.submittedby.LF_O_TC805_SubmittedBy_ScrollTest#tc805_submittedBy_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Submitted by
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1005 — Orders Submitted by: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.submittedby.LF_O_TC1005_SubmittedBy_ActiveFiltersTest#tc1005_submittedBy_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Submitted by
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Submitted by
LF_O_TC1105 — Orders Submitted by: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.submittedby.LF_O_TC1105_SubmittedBy_ClearFiltersTest#tc1105_submittedBy_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Submitted by
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC106 — Orders Partner: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Partner,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.partner.LF_O_TC106_Partner_BasicTest#tc106_partner_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Partner is visible in left panel
4. Expand Partner
5. Confirm options load and Select All at top
6. Collapse filter",Partner is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC806 — Orders Partner: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Partner,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.partner.LF_O_TC806_Partner_ScrollTest#tc806_partner_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Partner
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1006 — Orders Partner: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Partner,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.partner.LF_O_TC1006_Partner_ActiveFiltersTest#tc1006_partner_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Partner
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Partner
LF_O_TC1106 — Orders Partner: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Partner,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.partner.LF_O_TC1106_Partner_ClearFiltersTest#tc1106_partner_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Partner
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC201 — Orders Partner: Search (duplicate check),Fulfillment Console > Left Filters > Orders > Per Filter > Partner,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.partner.LF_O_TC201_Partner_SearchTest#tc201_partner_searchAllFromJson,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab; Partner options JSON collected,"1. On Orders tab, expand Partner
2. For each partner name from collection JSON, type exact name in search
3. Verify exactly one matching option appears",Each partner name returns exactly one exact-match option (no duplicates in search results)
LF_O_TC108 — Orders Series title: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Series title,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.seriestitle.LF_O_TC108_SeriesTitle_OptionOrderTest#tc108_seriesTitle_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Series title
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC107 — Orders Series title: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Series title,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.seriestitle.LF_O_TC107_SeriesTitle_BasicTest#tc107_seriesTitle_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Series title is visible in left panel
4. Expand Series title
5. Confirm options load and Select All at top
6. Collapse filter",Series title is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC207 — Orders Series title: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Series title,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.seriestitle.LF_O_TC207_SeriesTitle_SearchTest#tc207_seriesTitle_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Series title
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC407 — Orders Series title: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Series title,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.seriestitle.LF_O_TC407_SeriesTitle_SelectAllTest#tc407_seriesTitle_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Series title
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
